,start_hour,end_hour,rebalance_hour,cov,stdev
644,1,4,20,shrinkage,0.074525466343775
6364,16,18,4,shrinkage,0.0745429904795179
100,0,5,4,shrinkage,0.074651131033477
522,0,22,18,shrinkage,0.0746634611904011
2640,5,6,0,shrinkage,0.0746697503613064
499,0,21,19,shrinkage,0.0746730908284274
1075,1,22,19,shrinkage,0.0746867904665756
127,0,6,7,shrinkage,0.0746874982470448
126,0,6,6,shrinkage,0.0746913429249535
6575,17,20,23,shrinkage,0.0747062956041755
135,0,6,15,shrinkage,0.0747102678567533
160,0,7,16,shrinkage,0.0747131370086768
6719,18,20,23,shrinkage,0.074717760470275
6574,17,20,22,shrinkage,0.074722274846891
90,0,4,18,shrinkage,0.0747738460350565
651,1,5,3,shrinkage,0.0747878588697765
678,1,6,6,shrinkage,0.0748022573457603
6573,17,20,21,shrinkage,0.074812734337603
5621,13,14,5,shrinkage,0.0748152378624177
280,0,12,16,shrinkage,0.0748444548033112
6572,17,20,20,shrinkage,0.0748509360219538
680,1,6,8,shrinkage,0.0748652965997531
572,0,24,20,shrinkage,0.0748673274024164
1027,1,20,19,shrinkage,0.0748681285204989
133,0,6,13,shrinkage,0.0748687141644897
6717,18,20,21,shrinkage,0.0748757320922899
1099,1,23,19,shrinkage,0.0748790565285762
6716,18,20,20,shrinkage,0.0748825398444138
131,0,6,11,shrinkage,0.0748915467993211
573,0,24,21,shrinkage,0.0748940648873531
91,0,4,19,shrinkage,0.074911081082762
2188,4,6,4,shrinkage,0.0749262730791814
686,1,6,14,shrinkage,0.0749305432837358
677,1,6,5,shrinkage,0.074932163578738
679,1,6,7,shrinkage,0.0749373975650135
598,1,2,22,shrinkage,0.0749503654447374
547,0,23,19,shrinkage,0.074956057588415
3967,8,10,7,shrinkage,0.0749595234976197
6718,18,20,22,shrinkage,0.0749683580182798
152,0,7,8,shrinkage,0.0749736604003647
620,1,3,20,shrinkage,0.0749779486844702
156,0,7,12,shrinkage,0.074992608564321
682,1,6,10,shrinkage,0.074996665632477
523,0,22,19,shrinkage,0.075017769679728
681,1,6,9,shrinkage,0.0750189887897081
687,1,6,15,shrinkage,0.0750226483748434
685,1,6,13,shrinkage,0.0750239176797854
1168,2,4,16,shrinkage,0.0750284276283276
546,0,23,18,shrinkage,0.0750438060863115
132,0,6,12,shrinkage,0.0750459678740879
648,1,5,0,shrinkage,0.0750598623285677
1098,1,23,18,shrinkage,0.0750978687796162
1123,1,24,19,shrinkage,0.0751207757594039
652,1,5,4,shrinkage,0.0751516574433843
151,0,7,7,shrinkage,0.0751575794502033
1602,2,22,18,shrinkage,0.0751679019025867
650,1,5,2,shrinkage,0.0751804211472682
683,1,6,11,shrinkage,0.0752006872670138
94,0,4,22,shrinkage,0.0752019625761717
154,0,7,10,shrinkage,0.0752087760150798
7160,23,24,8,shrinkage,0.0752453276316307
95,0,4,23,shrinkage,0.0752509254297039
158,0,7,14,shrinkage,0.075253846622121
649,1,5,1,shrinkage,0.0752664991973487
7157,23,24,5,shrinkage,0.0752710007312174
328,0,14,16,shrinkage,0.0752717475158668
7158,23,24,6,shrinkage,0.075272854547281
1603,2,22,19,shrinkage,0.0752783151878067
153,0,7,9,shrinkage,0.075279333113695
1809,3,10,9,shrinkage,0.0753045387451123
157,0,7,13,shrinkage,0.0753192060783429
93,0,4,21,shrinkage,0.0753225175972878
5631,13,14,15,shrinkage,0.075329281219441
5622,13,14,6,shrinkage,0.0753421348075124
92,0,4,20,shrinkage,0.0753465548406908
7159,23,24,7,shrinkage,0.0753704308519528
7161,23,24,9,shrinkage,0.0753718899767181
6160,15,17,16,shrinkage,0.075376034764752
7162,23,24,10,shrinkage,0.0753800397770733
5625,13,14,9,shrinkage,0.0753904181143722
221,0,10,5,shrinkage,0.0753961354366453
6184,15,18,16,shrinkage,0.0754064857143921
7165,23,24,13,shrinkage,0.0754167436603623
222,0,10,6,shrinkage,0.075418805128434
5627,13,14,11,shrinkage,0.075432992469569
5630,13,14,14,shrinkage,0.0754386159974027
5623,13,14,7,shrinkage,0.0754449711454258
5624,13,14,8,shrinkage,0.0754489150366566
1173,2,4,21,shrinkage,0.0754533443288639
7164,23,24,12,shrinkage,0.075462753408858
1702,3,5,22,shrinkage,0.0754643986575782
7163,23,24,11,shrinkage,0.0754656407953585
711,1,7,15,shrinkage,0.0754677170791231
571,0,24,19,shrinkage,0.0754734333332622
6742,18,21,22,shrinkage,0.0754791710733926
173,0,8,5,shrinkage,0.075483279348454
3254,6,13,14,shrinkage,0.075484903988489
1122,1,24,18,shrinkage,0.0754878407626946
149,0,7,5,shrinkage,0.0754884598346832
1700,3,5,20,shrinkage,0.0754938306905076
7166,23,24,14,shrinkage,0.0755203280713325
5626,13,14,10,shrinkage,0.0755220325611941
570,0,24,18,shrinkage,0.0755344274016422
701,1,7,5,shrinkage,0.0755533149795811
702,1,7,6,shrinkage,0.0755703053618675
684,1,6,12,shrinkage,0.0755833065855263
5629,13,14,13,shrinkage,0.0755849758453334
159,0,7,15,shrinkage,0.0755849861715811
304,0,13,16,shrinkage,0.0755894602810663
6741,18,21,21,shrinkage,0.0756102929098516
6598,17,21,22,shrinkage,0.0756109999194634
155,0,7,11,shrinkage,0.0756206598185882
174,0,8,6,shrinkage,0.075621027674345
6597,17,21,21,shrinkage,0.0756301953855108
705,1,7,9,shrinkage,0.0756330904368402
226,0,10,10,shrinkage,0.0756445288819399
7167,23,24,15,shrinkage,0.0756531419985864
704,1,7,8,shrinkage,0.0756616419383808
4631,9,22,23,shrinkage,0.0756685141395135
6596,17,21,20,shrinkage,0.0756725565660466
1174,2,4,22,shrinkage,0.0756869663588424
703,1,7,7,shrinkage,0.0756880781144966
6623,17,22,23,shrinkage,0.0757120977744507
176,0,8,8,shrinkage,0.0757165735771964
224,0,10,8,shrinkage,0.075721255558582
6622,17,22,22,shrinkage,0.0757215933290246
231,0,10,15,shrinkage,0.0757216882630962
821,1,12,5,shrinkage,0.0757219740153962
225,0,10,9,shrinkage,0.0757227760613671
228,0,10,12,shrinkage,0.075725604812424
4654,9,23,22,shrinkage,0.0757263662332878
177,0,8,9,shrinkage,0.0757315114037956
227,0,10,11,shrinkage,0.0757324391696542
4629,9,22,21,shrinkage,0.0757370937666691
6740,18,21,20,shrinkage,0.0757426933306197
4655,9,23,23,shrinkage,0.0757456863381428
4677,9,24,21,shrinkage,0.0757635859774996
6743,18,21,23,shrinkage,0.0757779009837486
706,1,7,10,shrinkage,0.0757825139556273
1171,2,4,19,shrinkage,0.0757869201475402
223,0,10,7,shrinkage,0.07579211807387
4628,9,22,20,shrinkage,0.0758029714249051
669,1,5,21,shrinkage,0.0758253262762285
670,1,5,22,shrinkage,0.0758305361764913
710,1,7,14,shrinkage,0.0758340855782986
4653,9,23,21,shrinkage,0.0758384849928589
2318,4,11,14,shrinkage,0.0758435032487048
178,0,8,10,shrinkage,0.0758537711889089
4679,9,24,23,shrinkage,0.0758614793951901
4676,9,24,20,shrinkage,0.0758754840149491
671,1,5,23,shrinkage,0.0758759898350357
880,1,14,16,shrinkage,0.0758799618597164
6620,17,22,20,shrinkage,0.0758898069396956
1172,2,4,20,shrinkage,0.0758948268167669
1175,2,4,23,shrinkage,0.0758991162949525
707,1,7,11,shrinkage,0.0759160158295742
1428,2,15,12,shrinkage,0.075916155334459
832,1,12,16,shrinkage,0.075924453008338
6570,17,20,18,shrinkage,0.0759246069291427
1701,3,5,21,shrinkage,0.0759285482014191
666,1,5,18,shrinkage,0.0759367902418158
709,1,7,13,shrinkage,0.0759382779640468
1703,3,5,23,shrinkage,0.0759454506798583
229,0,10,13,shrinkage,0.0759466148461387
4678,9,24,22,shrinkage,0.0759472337132513
180,0,8,12,shrinkage,0.075962714741472
6571,17,20,19,shrinkage,0.0759640571668177
708,1,7,12,shrinkage,0.0759656527357411
182,0,8,14,shrinkage,0.0759848180614394
976,1,18,16,shrinkage,0.0759882577833724
1170,2,4,18,shrinkage,0.075996365401276
6765,18,22,21,shrinkage,0.0759980842281102
6714,18,20,18,shrinkage,0.0760067147750281
198,0,9,6,shrinkage,0.0760206669452384
179,0,8,11,shrinkage,0.0760260327428623
6766,18,22,22,shrinkage,0.0760291911741944
1430,2,15,14,shrinkage,0.0760346303164847
618,1,3,18,shrinkage,0.0760414183364387
6621,17,22,21,shrinkage,0.0760732109830154
181,0,8,13,shrinkage,0.0760755148515797
230,0,10,14,shrinkage,0.0760815483080195
254,0,11,14,shrinkage,0.0760967305662853
4630,9,22,22,shrinkage,0.0760977839043209
623,1,3,23,shrinkage,0.0760997687367845
619,1,3,19,shrinkage,0.0761001931548169
773,1,10,5,shrinkage,0.0761019065086793
6715,18,20,19,shrinkage,0.0761042919953606
952,1,17,16,shrinkage,0.0761075825594547
6764,18,22,20,shrinkage,0.0761222404339993
200,0,9,8,shrinkage,0.0761286802968562
903,1,15,15,shrinkage,0.0761301284945996
199,0,9,7,shrinkage,0.0761326828606141
122,0,6,2,shrinkage,0.0761355702633131
4652,9,23,20,shrinkage,0.076148437958367
4605,9,21,21,shrinkage,0.076154534915617
197,0,9,5,shrinkage,0.0761616455753204
124,0,6,4,shrinkage,0.0761647366649009
4607,9,21,23,shrinkage,0.0761811518332038
4604,9,21,20,shrinkage,0.0761825926285312
120,0,6,0,shrinkage,0.0761950724010098
4557,9,19,21,shrinkage,0.0762028890890652
5620,13,14,4,shrinkage,0.0762182637068072
775,1,10,7,shrinkage,0.0762256177079696
201,0,9,9,shrinkage,0.0762264455126955
4606,9,21,22,shrinkage,0.0762286931038824
175,0,8,7,shrinkage,0.0762312854600021
667,1,5,19,shrinkage,0.0762324449338386
424,0,18,16,shrinkage,0.0762404669201996
4556,9,19,20,shrinkage,0.0762474488620475
352,0,15,16,shrinkage,0.076251603768038
5619,13,14,3,shrinkage,0.0762546436036134
2366,4,13,14,shrinkage,0.0762599486173768
1959,3,16,15,shrinkage,0.0762758619757677
321,0,14,9,shrinkage,0.0762832528269478
121,0,6,1,shrinkage,0.0763078851797228
203,0,9,11,shrinkage,0.0763133368962705
376,0,16,16,shrinkage,0.076318827734168
4559,9,19,23,shrinkage,0.0763253302779813
5617,13,14,1,shrinkage,0.0763270066774054
1699,3,5,19,shrinkage,0.0763295201228228
4582,9,20,22,shrinkage,0.0763484281574414
774,1,10,6,shrinkage,0.0763511424638607
202,0,9,10,shrinkage,0.0763653751707435
1698,3,5,18,shrinkage,0.0763685468932596
207,0,9,15,shrinkage,0.0763783250547384
4583,9,20,23,shrinkage,0.0763808147806747
320,0,14,8,shrinkage,0.0763831451474894
205,0,9,13,shrinkage,0.0763833527056196
3184,6,10,16,shrinkage,0.0763961113874235
6647,17,23,23,shrinkage,0.0764041144553049
183,0,8,15,shrinkage,0.0764048849303066
1495,2,18,7,shrinkage,0.0764148245533536
668,1,5,20,shrinkage,0.0764281927098935
1212,2,6,12,shrinkage,0.0764301768069342
945,1,17,9,shrinkage,0.0764360332438258
4580,9,20,20,shrinkage,0.0764447407544139
776,1,10,8,shrinkage,0.0764565474529361
621,1,3,21,shrinkage,0.0764589060920823
779,1,10,11,shrinkage,0.0764733463045049
777,1,10,9,shrinkage,0.0764773251368173
730,1,8,10,shrinkage,0.0764777874260872
119,0,5,23,shrinkage,0.0764811764268111
2437,4,16,13,shrinkage,0.0764985634370456
6790,18,23,22,shrinkage,0.0764989846290955
4558,9,19,22,shrinkage,0.0764996035765165
4581,9,20,21,shrinkage,0.0764996971537983
114,0,5,18,shrinkage,0.076506616082223
6791,18,23,23,shrinkage,0.0765133228509638
117,0,5,21,shrinkage,0.0765184755515702
204,0,9,12,shrinkage,0.0765247538676046
781,1,10,13,shrinkage,0.0765383907345251
726,1,8,6,shrinkage,0.0765449973700672
6788,18,23,20,shrinkage,0.0765490119522353
6762,18,22,18,shrinkage,0.0765563003592011
118,0,5,22,shrinkage,0.0765685416205152
43,0,2,19,shrinkage,0.0765706606119853
782,1,10,14,shrinkage,0.0765749452646877
115,0,5,19,shrinkage,0.0765788315802228
856,1,13,16,shrinkage,0.0765818106223344
2263,4,9,7,shrinkage,0.0765822602835696
622,1,3,22,shrinkage,0.0765977900514969
1656,3,4,0,shrinkage,0.0766068859368986
729,1,8,9,shrinkage,0.0766070411513631
246,0,11,6,shrinkage,0.0766214523169559
778,1,10,10,shrinkage,0.0766323673734558
6644,17,23,20,shrinkage,0.0766395403194913
6789,18,23,21,shrinkage,0.0766588338564117
676,1,6,4,shrinkage,0.0766600427906304
780,1,10,12,shrinkage,0.0766601003467203
3326,6,16,14,shrinkage,0.0766622729425713
206,0,9,14,shrinkage,0.0766723481200102
3592,7,10,16,shrinkage,0.0766890521464533
6645,17,23,21,shrinkage,0.0766990946822591
6646,17,23,22,shrinkage,0.0767042050113847
42,0,2,18,shrinkage,0.0767166969469008
3537,7,8,9,shrinkage,0.0767467458785765
727,1,8,7,shrinkage,0.0767605506087775
725,1,8,5,shrinkage,0.0767722583455338
248,0,11,8,shrinkage,0.0767917742986568
731,1,8,11,shrinkage,0.0767968055219503
783,1,10,15,shrinkage,0.0768253288066264
733,1,8,13,shrinkage,0.0768306974189836
928,1,16,16,shrinkage,0.076841688249547
3561,7,9,9,shrinkage,0.0768531546917216
904,1,15,16,shrinkage,0.0768597792593309
247,0,11,7,shrinkage,0.0768710584091149
735,1,8,15,shrinkage,0.0768718497170539
749,1,9,5,shrinkage,0.0768759448348897
4651,9,23,19,shrinkage,0.0768906647566319
251,0,11,11,shrinkage,0.0768936865221899
4115,8,16,11,shrinkage,0.0768961672060026
750,1,9,6,shrinkage,0.0768963574050015
674,1,6,2,shrinkage,0.0768967296048519
4675,9,24,19,shrinkage,0.0769023521760596
4627,9,22,19,shrinkage,0.0769108303932613
6739,18,21,19,shrinkage,0.0769239743245581
250,0,11,10,shrinkage,0.0769313104228193
6594,17,21,18,shrinkage,0.0769366649073242
754,1,9,10,shrinkage,0.0769376011638955
5728,13,18,16,shrinkage,0.076959238830049
252,0,11,12,shrinkage,0.0769599918262907
6738,18,21,18,shrinkage,0.0769756688045247
751,1,9,7,shrinkage,0.0769790469083142
147,0,7,3,shrinkage,0.0769922451271462
6595,17,21,19,shrinkage,0.0770120542679331
728,1,8,8,shrinkage,0.0770147529122036
673,1,6,1,shrinkage,0.0770192597095716
5704,13,17,16,shrinkage,0.0770286656004727
757,1,9,13,shrinkage,0.0770315581732363
245,0,11,5,shrinkage,0.0770754055299191
255,0,11,15,shrinkage,0.077076443879235
752,1,9,8,shrinkage,0.0770767777750164
249,0,11,9,shrinkage,0.0770888028862113
3968,8,10,8,shrinkage,0.0771004894108312
3969,8,10,9,shrinkage,0.0771021732842033
4555,9,19,19,shrinkage,0.0771061773194165
45,0,2,21,shrinkage,0.0771124329934426
3965,8,10,5,shrinkage,0.0771141443963584
4139,8,17,11,shrinkage,0.0771185479760658
4674,9,24,18,shrinkage,0.0771185975778798
1816,3,10,16,shrinkage,0.0771226674004746
1720,3,6,16,shrinkage,0.0771292992776699
2722,5,9,10,shrinkage,0.0771309046217006
732,1,8,12,shrinkage,0.0771383963028207
4602,9,21,18,shrinkage,0.0771443075964033
4626,9,22,18,shrinkage,0.0771449663720112
46,0,2,22,shrinkage,0.0771492831116932
47,0,2,23,shrinkage,0.0771499379941234
4788,10,15,12,shrinkage,0.0771726784017379
4554,9,19,18,shrinkage,0.0771838245407042
734,1,8,14,shrinkage,0.0771891667982768
3966,8,10,6,shrinkage,0.077198147970314
753,1,9,9,shrinkage,0.077201270214081
6787,18,23,19,shrinkage,0.0772112473851565
1159,2,4,7,shrinkage,0.0772243227470115
6434,16,21,2,shrinkage,0.0772449455804823
44,0,2,20,shrinkage,0.0772483843059971
1161,2,4,9,shrinkage,0.0772528514506244
1160,2,4,8,shrinkage,0.077281201552061
3972,8,10,12,shrinkage,0.0772884096160619
146,0,7,2,shrinkage,0.0772890570887996
4787,10,15,11,shrinkage,0.0773056534841277
2045,3,20,5,shrinkage,0.0773082887757913
758,1,9,14,shrinkage,0.0773163621288355
1157,2,4,5,shrinkage,0.0773197891236577
6763,18,22,19,shrinkage,0.0773205356653452
1164,2,4,12,shrinkage,0.0773273561407348
4603,9,21,19,shrinkage,0.0773277961878153
759,1,9,15,shrinkage,0.0773473695914641
4369,9,12,1,shrinkage,0.0773480300780977
6863,19,21,23,shrinkage,0.0773485057980575
3928,7,24,16,shrinkage,0.0773588152371501
1744,3,7,16,shrinkage,0.0773672882822101
3974,8,10,14,shrinkage,0.0773693879072344
4579,9,20,19,shrinkage,0.0773718379708593
6618,17,22,18,shrinkage,0.0773766637296608
4650,9,23,18,shrinkage,0.077378725359645
66,0,3,18,shrinkage,0.0773810474957969
755,1,9,11,shrinkage,0.0773865192058756
4164,8,18,12,shrinkage,0.0773894470549851
802,1,11,10,shrinkage,0.0773946781078729
699,1,7,3,shrinkage,0.0773961283488947
6433,16,21,1,shrinkage,0.0774053025480831
1162,2,4,10,shrinkage,0.0774060232126118
150,0,7,6,shrinkage,0.0774145210470703
6435,16,21,3,shrinkage,0.0774168234872099
3973,8,10,13,shrinkage,0.0774205986765745
1163,2,4,11,shrinkage,0.0774268525875475
798,1,11,6,shrinkage,0.0774373417264968
3650,7,13,2,shrinkage,0.077438590276292
3975,8,10,15,shrinkage,0.0774503468836158
67,0,3,19,shrinkage,0.0774668795385878
6813,18,24,21,shrinkage,0.0774674710859704
6619,17,22,19,shrinkage,0.0774716983000654
6157,15,17,13,shrinkage,0.0774734280764175
6155,15,17,11,shrinkage,0.0774749472468494
3971,8,10,11,shrinkage,0.0774867557330324
6183,15,18,15,shrinkage,0.077491694848202
6159,15,17,15,shrinkage,0.077491694848202
1198,2,5,22,shrinkage,0.0774936012299585
6860,19,21,20,shrinkage,0.0774942916048522
6181,15,18,13,shrinkage,0.077497302765659
6156,15,17,12,shrinkage,0.0775001898674444
1199,2,5,23,shrinkage,0.077502803088259
799,1,11,7,shrinkage,0.077503438214483
6887,19,22,23,shrinkage,0.0775062453670277
6436,16,21,4,shrinkage,0.0775128492077135
6861,19,21,21,shrinkage,0.0775144326823605
6815,18,24,23,shrinkage,0.077519142821021
6670,17,24,22,shrinkage,0.0775227996883181
6158,15,17,14,shrinkage,0.0775248655457651
145,0,7,1,shrinkage,0.0775321137412026
148,0,7,4,shrinkage,0.0775363077530904
1544,2,20,8,shrinkage,0.0775397568445837
1196,2,5,20,shrinkage,0.0775478463655415
6432,16,21,0,shrinkage,0.077550587446247
1312,2,10,16,shrinkage,0.077551716402171
6885,19,22,21,shrinkage,0.0775579381077314
6179,15,18,11,shrinkage,0.0775608579118842
447,0,19,15,shrinkage,0.0775665343586033
1165,2,4,13,shrinkage,0.0775723399027598
6884,19,22,20,shrinkage,0.0775726885846578
6814,18,24,22,shrinkage,0.0775822713301101
797,1,11,5,shrinkage,0.0775848807016909
6812,18,24,20,shrinkage,0.0775855207177753
801,1,11,9,shrinkage,0.0775891342427654
6886,19,22,22,shrinkage,0.0775895185405234
68,0,3,20,shrinkage,0.0775896256103104
3970,8,10,10,shrinkage,0.0775931538223327
6180,15,18,12,shrinkage,0.0775954492867042
270,0,12,6,shrinkage,0.0775957568290539
1240,2,7,16,shrinkage,0.0775980579021857
697,1,7,1,shrinkage,0.0776033452640375
6182,15,18,14,shrinkage,0.0776103220078127
1197,2,5,21,shrinkage,0.0776157926775805
6668,17,24,20,shrinkage,0.0776207374736959
2504,4,19,8,shrinkage,0.0776239900665686
219,0,10,3,shrinkage,0.0776291137307057
6669,17,24,21,shrinkage,0.077633614197236
6959,20,21,23,shrinkage,0.0776337835155278
4578,9,20,18,shrinkage,0.0776344222301889
3132,6,8,12,shrinkage,0.0776345226372272
696,1,7,0,shrinkage,0.0776369953303312
71,0,3,23,shrinkage,0.0776406850450888
6983,20,22,23,shrinkage,0.0776412190786524
1158,2,4,6,shrinkage,0.0776424454309444
4328,9,10,8,shrinkage,0.077643822218763
4991,10,23,23,shrinkage,0.0776454581640309
217,0,10,1,shrinkage,0.0776479160346481
70,0,3,22,shrinkage,0.077655253090017
1167,2,4,15,shrinkage,0.0776651588679427
756,1,9,12,shrinkage,0.0776677272188122
6958,20,21,22,shrinkage,0.0776737707983731
6176,15,18,8,shrinkage,0.0776817220695694
6152,15,17,8,shrinkage,0.0776817220695694
6177,15,18,9,shrinkage,0.0776885563377866
6982,20,22,22,shrinkage,0.0776928490040528
6153,15,17,9,shrinkage,0.0777061817426028
1852,3,12,4,shrinkage,0.0777077681210077
6154,15,17,10,shrinkage,0.0777101023771224
448,0,19,16,shrinkage,0.0777131339648791
3133,6,8,13,shrinkage,0.0777160398511414
1696,3,5,16,shrinkage,0.0777218396980074
216,0,10,0,shrinkage,0.0777298234582153
1166,2,4,14,shrinkage,0.0777379588137877
6980,20,22,20,shrinkage,0.0777401945379595
6786,18,23,18,shrinkage,0.0777421937029177
6178,15,18,10,shrinkage,0.077750213605637
69,0,3,21,shrinkage,0.0777511195403843
269,0,12,5,shrinkage,0.0777547825993426
6957,20,21,21,shrinkage,0.0777575849420956
6956,20,21,20,shrinkage,0.0777600944438489
271,0,12,7,shrinkage,0.0777644507309889
807,1,11,15,shrinkage,0.0777677805177721
4990,10,23,22,shrinkage,0.0777703375435822
6981,20,22,21,shrinkage,0.0777716394078084
7055,21,22,23,shrinkage,0.0777849994823045
806,1,11,14,shrinkage,0.0777876405251592
273,0,12,9,shrinkage,0.077793517813232
4967,10,22,23,shrinkage,0.0777948140416351
168,0,8,0,shrinkage,0.0777979457210891
253,0,11,13,shrinkage,0.0778002515447377
171,0,8,3,shrinkage,0.0778035727005343
6174,15,18,6,shrinkage,0.0778062150668768
220,0,10,4,shrinkage,0.0778074793294988
6671,17,24,23,shrinkage,0.0778075430644593
2503,4,19,7,shrinkage,0.0778114213622252
7054,21,22,22,shrinkage,0.0778139816830306
6643,17,23,19,shrinkage,0.0778205892386667
4966,10,22,22,shrinkage,0.0778243489495541
803,1,11,11,shrinkage,0.077825416744592
700,1,7,4,shrinkage,0.0778291130291026
1394,2,14,2,shrinkage,0.077832428703633
5327,11,24,23,shrinkage,0.0778420857442833
5023,11,12,7,shrinkage,0.0778452280642229
805,1,11,13,shrinkage,0.0778462404675379
6175,15,18,7,shrinkage,0.0778469674227984
6151,15,17,7,shrinkage,0.0778469674227984
6910,19,23,22,shrinkage,0.0778515684955879
7053,21,22,21,shrinkage,0.0778521653720875
4964,10,22,20,shrinkage,0.0778638348187341
218,0,10,2,shrinkage,0.0778739154050941
7168,23,24,16,shrinkage,0.077880119495303
172,0,8,4,shrinkage,0.0778825441440754
5014,10,24,22,shrinkage,0.077891420414404
4321,9,10,1,shrinkage,0.0778926855224486
6909,19,23,21,shrinkage,0.077897624462533
5301,11,23,21,shrinkage,0.0779078628520529
5303,11,23,23,shrinkage,0.077911772345761
2703,5,8,15,shrinkage,0.0779124611429972
6150,15,17,6,shrinkage,0.0779182860958141
5015,10,24,23,shrinkage,0.0779220961497986
3415,6,20,7,shrinkage,0.0779238772121259
4988,10,23,20,shrinkage,0.0779291795831344
5300,11,23,20,shrinkage,0.0779309191012126
4322,9,10,2,shrinkage,0.0779325183880339
7052,21,22,20,shrinkage,0.0779414347453401
170,0,8,2,shrinkage,0.0779468132900535
4320,9,10,0,shrinkage,0.0779486371724042
314,0,14,2,shrinkage,0.0779808082131331
3062,5,23,14,shrinkage,0.0779909811224749
275,0,12,11,shrinkage,0.0779950416790398
4324,9,10,4,shrinkage,0.0779980248885578
6437,16,21,5,shrinkage,0.078004893661018
5071,11,14,7,shrinkage,0.0780102130508289
6911,19,23,23,shrinkage,0.078012614246916
800,1,11,8,shrinkage,0.0780153652485949
5072,11,14,8,shrinkage,0.0780206680950599
6438,16,21,6,shrinkage,0.0780420864454321
2330,4,12,2,shrinkage,0.0780595474807063
